,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,gu,주소,위도,경도,cnt
1043,정각사,부산 사하구 제석로95번길 99-0,역사관광지,절,Saha-gu,부산 사하구 제석로95번길 99-0,35.1099454,128.9769601,68
1044,무지개작은도서관,부산 사하구 장림시장1길 40-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구,35.1041,128.9751,68
1045,하단꿈길작은도서관,부산 사하구 동매로66번길 6-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 동매로66번길 6-0,35.1018137,128.9663566,68
1046,문수암,부산 사하구 윤공단로75번길 160-0,역사관광지,절,Saha-gu,부산 사하구,35.1041,128.9751,68
1047,노을나루길작은도서관,부산 사하구 하신번영로 377-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 하신번영로 377,35.1145905,128.9605341523642,68
1048,감천횃불작은도서관,부산 사하구 옥천로 48-8,문화시설,문화생활시설기타,Saha-gu,부산 사하구 옥천로 48-8,35.0936788,129.0097965,68
1049,약천사,부산 사하구 윤공단로75번길 28-0,역사관광지,절,Saha-gu,부산 사하구,35.1041,128.9751,68
1050,보타사,부산 사하구 대티로77번길 8-0,역사관광지,절,Saha-gu,부산 사하구 대티로77번길 8-0,35.1067069,129.0068507,68
1051,법륜사,부산 사하구 다대로 490-50,역사관광지,절,Saha-gu,부산 사하구 다대로 490-50,35.0993898,128.9771601,68
1052,용수암,부산 사하구 장림번영로28번길 66-0,역사관광지,절,Saha-gu,부산 사하구 장림번영로28번길 66-0,35.0806532,128.9686759,68
1053,보타암,부산 사하구 승학로233번길 80-0,역사관광지,절,Saha-gu,부산 사하구 승학로233번길 80-0,35.1040156,128.9899029,68
1054,영통사,부산 사하구 마하로 84-2,역사관광지,절,Saha-gu,부산 사하구 마하로 84-2,35.102086,128.981698,68
1055,다대포민속예술관,부산 사하구 다대동로 12-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 다대동로 12-0,35.0574206,128.973153,68
1056,두송작은도서관,부산 사하구 다대로429번길 30-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 다대로429번길 30-0,35.0635267,128.9809711,68
1057,무학사,부산 사하구,역사관광지,절,Saha-gu,부산 사하구,35.1041,128.9751,68
1058,청안사,부산 사하구 까치고개로6번길 7-0,역사관광지,절,Saha-gu,부산 사하구 까치고개로6번길 7-0,35.1025739,129.002614,68
1059,로타리성인게임장,부산 사하구 하신중앙로 350-0,휴양관광지,놀이시설,Saha-gu,부산 사하구 하신중앙로 350,35.0826656,128.9648227,68
1060,풀잎문화센터사하지부,부산 사하구 다대로 4-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 다대로 4-0,35.0993898,128.9771601,68
1061,청룡사,부산 사하구 오작로 46-0,역사관광지,절,Saha-gu,부산 사하구 오작로 46-0,35.0979189,128.9959056,68
1062,성불사,부산 사하구 다대로83번안길 39-0,역사관광지,절,Saha-gu,부산 사하구,35.1041,128.9751,68
1063,약수암,부산 사하구 감천로139번가길 41-0,역사관광지,절,Saha-gu,부산 사하구,35.1041,128.9751,68
1064,다대포워터파크,부산 사하구 다대로 698-0,휴양관광지,테마파크,Saha-gu,부산 사하구 다대로 698,35.0993898,128.9771601,68
1065,대한불교조계종미타사,부산 사하구 장평로301번길 29-0,역사관광지,절,Saha-gu,부산 사하구,35.1041,128.9751,68
1066,수자원공사물문화관,부산 사하구 낙동남로1233번길 1-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 낙동남로1233번길 1-0,35.1115583,128.9479525,68
1067,보국사,부산 사하구 괴정로 193-1,역사관광지,절,Saha-gu,부산 사하구 괴정로 193-1,35.0968144,128.9890529,68
1068,미타사,부산 사하구 다대로 106-0,역사관광지,절,Saha-gu,부산 사하구 다대로 106,35.0993898,128.9771601,68
1069,대웅정사,부산 사하구 승학로161번안길 54-0,역사관광지,절,Saha-gu,부산 사하구 승학로161번안길 54-0,35.1032179,128.9848915,68
1070,까치마을작은도서관,부산 사하구 까치고개로 50-10,문화시설,문화생활시설기타,Saha-gu,부산 사하구 까치고개로 50-10,35.1047692,129.0060324,68
1071,연화사,부산 사하구 오작로76번길 22-13,역사관광지,절,Saha-gu,부산 사하구,35.1041,128.9751,68
1072,을숙도생태공원야외학습장,부산 사하구 낙동남로1233번길 0-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 낙동남로1233번길 0-0,35.1115583,128.9479525,68
1073,해동사,부산 사하구 다송로72번길 39-0,역사관광지,절,Saha-gu,부산 사하구 다송로72번길 39-0,35.0604137,128.9816194,68
1074,윤공단,부산 사하구 윤공단로 112-0,역사관광지,문화유적지,Saha-gu,부산 사하구 윤공단로 112,35.0612266,128.9735028,68
1075,푸른누리작은도서관,부산 사하구 감천로83번길 26-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 감천로83번길 26-0,35.0898159,129.0012504,68
1076,용화사,부산 사하구 감천항로190번길 47-7,역사관광지,절,Saha-gu,부산 사하구 감천항로190번길 47-7,35.077727,128.989027,68
1077,꿈꾸는작은도서관,부산 사하구 하신번영로 155-0,문화시설,문화생활시설기타,Saha-gu,부산 사하구 하신번영로 155,35.0890192,128.9602192,68
1078,옥천사,부산 사하구 감천로157번길 7-27,역사관광지,절,Saha-gu,부산 사하구 감천로157번길 7-27,35.0849083,129.0090664,68
1079,청심사,부산 사상구 주례로139번길 14-8,역사관광지,절,Sasang-gu,부산 사상구 주례로139번길 14-8,35.1448233,129.0034669,56
1080,연홍사,부산 사상구,역사관광지,절,Sasang-gu,부산 사상구,35.1521,128.9911,56
1081,백운사,부산 사상구 모라로192번길 151-0,역사관광지,절,Sasang-gu,부산 사상구 모라로192번길 151-0,35.1854833,129.0006628,56
1082,선광사,부산 사상구 백양대로804번길 42-123,역사관광지,절,Sasang-gu,부산 사상구 백양대로804번길 42-123,35.1792335,128.9908453,56
1083,관음사,부산 사상구 백양대로950번나길 80-42,역사관광지,절,Sasang-gu,부산 사상구 백양대로950번나길 80-42,35.1922995,128.9934734,56
1084,무속암,부산 사상구 백양대로804번길 42-79,역사관광지,절,Sasang-gu,부산 사상구 백양대로804번길 42-79,35.1792335,128.9908453,56
1085,위드플스,부산 사상구 가야대로366번길 7-0,휴양관광지,놀이시설,Sasang-gu,부산 사상구 가야대로366번길 7-0,35.1468325,129.0130408,56
1086,새밭행복센터,부산 사상구 대동로159번길 107-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 대동로159번길 107-0,35.1410187,128.9807797,56
1087,옥천사,부산 사상구 백양대로768번길 96-10,역사관광지,절,Sasang-gu,부산 사상구 백양대로768번길 96-10,35.1751429,128.9912731,56
1088,보불심인당,부산 사상구 사상로500번길 5-0,역사관광지,절,Sasang-gu,부산 사상구 사상로500번길 5-0,35.1883144,128.9888032,56
1089,523갤러리,부산 사상구 강변대로532번길 94-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 강변대로532번길 94,35.13025,128.9709601,56
1090,사상인디스테이션,부산 사상구 사상로 190-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 사상로 190,35.1557118,128.9909862,56
1091,사상생활사박물관,부산 사상구 낙동대로1258번길 36-0,문화시설,박물관/기념관,Sasang-gu,부산 사상구 낙동대로1258번길 36-0,35.1720825,128.9791595,56
1092,능인사,부산 사상구 백양대로 668-1,역사관광지,절,Sasang-gu,부산 사상구 백양대로 668-1,35.1710438,128.9880845,56
1093,부산점자도서관사상본관,부산 사상구 덕상로72번길 9-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 덕상로72번길 9-0,35.1766952,128.9908527,56
1094,에메랄드사상해수온천,부산 사상구 새벽로202번길 10-0,휴양관광지,온천,Sasang-gu,부산 사상구 새벽로202번길 10-0,35.1587115,128.9862367,56
1095,장안사,부산 사상구 엄궁북로4번안길 98-14,역사관광지,절,Sasang-gu,부산 사상구,35.1521,128.9911,56
1096,주례반도보라아파트주민문화생활관,부산 사상구 백양대로 372-22,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 백양대로 372-22,35.1710438,128.9880845,56
1097,여성문화회관,부산 사상구 학감대로 95-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 학감대로 95,35.1457268,128.9908009,56
1098,운수사,부산 사상구 모라로219번길 173-0,역사관광지,절,Sasang-gu,부산 사상구 모라로219번길 173,35.1863197,129.0077691,56
1099,사상구다누림센터,부산 사상구 가야대로196번길 51-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 가야대로196번길 51-0,35.1484162,128.9941095,56
1100,사상도서관,부산 사상구 덕상로72번길 9-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 덕상로72번길 9-0,35.1766952,128.9908527,56
1101,롯데시네마사상,부산 사상구 사상로 201-0,공연/행사,극장,Sasang-gu,부산 사상구 사상로 201,35.1631611,128.98301857423797,56
1102,부산도서관,부산 사상구 사상로310번길 33-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 사상로310번길 33-0,35.1713266,128.9862566,56
1103,견강암,부산 사상구 백양대로934번길 52-35,역사관광지,절,Sasang-gu,부산 사상구 백양대로934번길 52-35,35.1905119,128.9933822,56
1104,용운사,부산 사상구 덕상로 116-34,역사관광지,절,Sasang-gu,부산 사상구 덕상로 116-34,35.1830142,128.990867,56
1105,화엄사,부산 사상구 엄궁로 70-38,역사관광지,절,Sasang-gu,부산 사상구 엄궁로 70-38,35.1238421,128.9751232,56
1106,반야정사,부산 사상구 주감로 38-4,역사관광지,절,Sasang-gu,부산 사상구 주감로 38-4,35.1541655,128.9946747,56
1107,봉덕사,부산 사상구 백양대로768번길 63-7,역사관광지,절,Sasang-gu,부산 사상구 백양대로768번길 63-7,35.1751429,128.9912731,56
1108,감전골목문화놀이터,부산 사상구 괘감로 105-13,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 괘감로 105-13,35.1562732,128.988958,56
1109,관음사,부산 사상구 동주로16번길 13-10,역사관광지,절,Sasang-gu,부산 사상구,35.1521,128.9911,56
1110,햇살나무작은도서관,부산 사상구 모라로110번길 29-0,문화시설,문화생활시설기타,Sasang-gu,부산 사상구 모라로110번길 29-0,35.1846717,128.9980529,56
1111,천진사,부산 사상구 백양대로768번길 115-53,역사관광지,절,Sasang-gu,부산 사상구 백양대로768번길 115-53,35.1751429,128.9912731,56
1112,무량사,부산 사상구 모라로 91-8,역사관광지,절,Sasang-gu,부산 사상구 모라로 91-8,35.185607,129.0030049,56
1113,백양암,부산 사상구 모라로219번길 1-51,역사관광지,절,Sasang-gu,부산 사상구 모라로219번길 1-51,35.1863197,129.0077691,56
1114,혜각사,부산 사상구 모라로192번길 69-26,역사관광지,절,Sasang-gu,부산 사상구 모라로192번길 69-26,35.1854833,129.0006628,56
1115,여산선원,부산 사상구 새벽로 198-0,역사관광지,절,Sasang-gu,부산 사상구 새벽로 198,35.1502884,128.9818103,56
1116,해광사,부산 사상구 백양대로506번길 63-0,역사관광지,절,Sasang-gu,부산 사상구 백양대로506번길 63-0,35.1558027,128.9976293,56
1117,약수암,부산 사상구 대동로 34-45,역사관광지,절,Sasang-gu,부산 사상구 대동로 34-45,35.1527703,128.9863985,56
1118,약수암,부산 사상구 백양대로804번길 42-57,역사관광지,절,Sasang-gu,부산 사상구 백양대로804번길 42-57,35.1792335,128.9908453,56
1119,도솔정사,부산 사상구 백양대로768번길 63-9,역사관광지,절,Sasang-gu,부산 사상구 백양대로768번길 63-9,35.1751429,128.9912731,56
1120,사상문화원,부산 사상구 학감대로 242-0,문화시설,문화원,Sasang-gu,부산 사상구 학감대로 242,35.1457268,128.9908009,56
1121,성불사,부산 사상구 대동로 34-46,역사관광지,절,Sasang-gu,부산 사상구 대동로 34-46,35.1527703,128.9863985,56
1122,천불암,부산 사상구 진사로 86-0,역사관광지,절,Sasang-gu,부산 사상구 진사로 86-0,35.1497342,129.0162489,56
1123,미륵사,부산 사상구 꽃마을로163번길 146-0,역사관광지,절,Sasang-gu,부산 사상구 꽃마을로163번길 146,35.1271052,129.0058664,56
1124,도원사,부산 사상구 엄궁로 146-11,역사관광지,절,Sasang-gu,부산 사상구 엄궁로 146-11,35.1238421,128.9751232,56
1125,낙은사,부산 사상구 가야대로443번가길 88-4,역사관광지,절,Sasang-gu,부산 사상구,35.1521,128.9911,56
1126,해경사,부산 사상구 백양대로 954-8,역사관광지,절,Sasang-gu,부산 사상구 백양대로 954-8,35.1710438,128.9880845,56
1127,불광사,부산 사상구 백양대로 474-23,역사관광지,절,Sasang-gu,부산 사상구 백양대로 474-23,35.1710438,128.9880845,56
1128,승학사,부산 사상구 학감대로49번길 62-0,역사관광지,절,Sasang-gu,부산 사상구 학감대로49번길 62-0,35.1359928,128.9929354,56
1129,백운사,부산 사상구 양지로42번길 73-0,역사관광지,절,Sasang-gu,부산 사상구 양지로42번길 73-0,35.1552229,129.0030633,56
1130,사상해수온천,부산 사상구 사상로223번길 55-0,휴양관광지,온천,Sasang-gu,부산 사상구 사상로223번길 55-0,35.1651834,128.97858,56
1131,성불사,부산 사상구 모라로141번길 0-0,역사관광지,절,Sasang-gu,부산 사상구,35.1521,128.9911,56
1132,칠보정사,부산 사상구 학감대로39번안길 15-17,역사관광지,절,Sasang-gu,부산 사상구 학감대로39번안길 15-17,35.1321591,128.9995214,56
1133,용문사,부산 사상구 양지로30번길 111-0,역사관광지,절,Sasang-gu,부산 사상구 양지로30번길 111,35.1552309,129.0042626,56
1134,사상문화원,부산 사상구 가야대로196번길 51-0,문화시설,문화원,Sasang-gu,부산 사상구 가야대로196번길 51-0,35.1484162,128.9941095,56
1135,약천정사,부산 서구 보수대로320번길 19-0,역사관광지,절,Seo-gu,부산 서구 보수대로320번길 19-0,35.1206062,129.0143072,55
1136,힐세라믹,부산 서구 꽃마을로163번길 34-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 꽃마을로163번길 34-0,35.1271052,129.0058664,55
1137,최민식갤러리,부산 서구 천마산로 410-0,문화시설,화랑/전시관,Seo-gu,부산 서구 천마산로 410,35.0914366,129.0183333,55
1138,능엄정사,부산 서구 충무대로 64-0,역사관광지,절,Seo-gu,부산 서구 충무대로 64,35.0776556,129.0164762,55
1139,닥밭골행복문화나눔터,부산 서구 보동길278번길 15-0,문화시설,문화생활시설기타,Seo-gu,부산 서구,35.0974999,129.0241,55
1140,대성사,부산 서구 옥천로 141-22,역사관광지,절,Seo-gu,부산 서구 옥천로 141-22,35.0936788,129.0097965,55
1141,대원사,부산 서구 천마산로209번길 103-0,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1142,묘법사,부산 서구 망양로195번길 7-10,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1143,서구생활체육협의회,부산 서구,문화시설,문화생활시설기타,Seo-gu,부산 서구,35.0974999,129.0241,55
1144,이태석신부생가,부산 서구 해양로22번길 12-0,역사관광지,고택/생가/민속마을,Seo-gu,부산 서구,35.0974999,129.0241,55
1145,천룡사,부산 서구 천마산로 255-33,역사관광지,절,Seo-gu,부산 서구 천마산로 255-33,35.0914366,129.0183333,55
1146,내원정사수장묘법연화경,부산 서구,역사관광지,문화유적지,Seo-gu,부산 서구,35.0974999,129.0241,55
1147,동아대학교 구덕캠퍼스 의학도서관,부산 서구 대신공원로 32-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 대신공원로 32-0,35.119486,129.0162828,55
1148,꽃마을작은도서관,부산 서구 꽃마을로163번길 7-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 꽃마을로163번길 7-0,35.1271052,129.0058664,55
1149,천봉암,부산 서구 암남로78번길 25-5,역사관광지,절,Seo-gu,부산 서구 암남로78번길 25-5,35.0789686,129.0119757,55
1150,보국사,부산 서구 꽃마을로65번길 17-0,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1151,묘심사,부산 서구 해돋이로95번길 6-5,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1152,정제심인당,부산 서구 구덕로199번길 26-0,역사관광지,절,Seo-gu,부산 서구 구덕로199번길 26-0,35.1025983,129.0176514,55
1153,삼자선원,부산 서구 구덕로150번길 9-0,역사관광지,절,Seo-gu,부산 서구 구덕로150번길 9-0,35.0986659,129.0207921,55
1154,임시수도대통령관저,부산 서구 임시수도기념로 45-0,역사관광지,문화유적지,Seo-gu,부산 서구 임시수도기념로 45-0,35.1033354,129.0192467,55
1155,자화정사,부산 서구 천마로113번길 16-1,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1156,용문사,부산 서구 암남공원로 60-4,역사관광지,절,Seo-gu,부산 서구 암남공원로 60-4,35.0670468,129.0189203,55
1157,금수암,부산 서구 꽃마을로87번길 18-0,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1158,부산서구문화원,부산 서구 까치고개로197번길 46-0,문화시설,문화원,Seo-gu,부산 서구 까치고개로197번길 46-0,35.1013171,129.0174012,55
1159,보타원,부산 서구 대티로179번길 35-0,역사관광지,절,Seo-gu,부산 서구 대티로179번길 35-0,35.1127847,129.0126055,55
1160,아미문화학습관,부산 서구 천마산로 410-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 천마산로 410,35.0914366,129.0183333,55
1161,동아대학교부민캠퍼스석당미술관,부산 서구 구덕로 225-0,문화시설,미술관,Seo-gu,부산 서구 구덕로 225,35.0987067,129.0200685,55
1162,칠보사,부산 서구 시약로117번길 17-5,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1163,보문사,부산 서구 천마산로 227-0,역사관광지,절,Seo-gu,부산 서구 천마산로 227,35.0914366,129.0183333,55
1164,내원정사,부산 서구 엄광산로40번길 80-0,역사관광지,절,Seo-gu,부산 서구 엄광산로40번길 80-0,35.1282424,129.009461,55
1165,임시수도기념관,부산 서구 임시수도기념로 45-0,문화시설,박물관/기념관,Seo-gu,부산 서구 임시수도기념로 45-0,35.1033354,129.0192467,55
1166,부산광역시립구덕도서관,부산 서구 대신공원로 41-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 대신공원로 41-0,35.119486,129.0162828,55
1167,알로이시오기지1968,부산 서구 감천로 237-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 감천로 237,35.0788362,129.0182091,55
1168,엄광산유아숲체험장,부산 서구 엄광산로 153-0,휴양관광지,동식물원,Seo-gu,부산 서구 엄광산로 153-0,35.1286074,129.0089862,55
1169,락서암,부산 서구 망양로 227-3,역사관광지,절,Seo-gu,부산 서구 망양로 227-3,35.1154987,129.0165059,55
1170,대한불교천태종정법사,부산 서구 구덕로345번길 12-0,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1171,부산전통문화체험관,부산 서구 꽃마을로163번길 71-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 꽃마을로163번길 71-0,35.1271052,129.0058664,55
1172,칠보사,부산 서구 해돋이로109번길 17-0,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1173,광성사,부산 서구 해돋이로 250-0,역사관광지,절,Seo-gu,부산 서구 해돋이로 250,35.0915398,129.0200505,55
1174,부산광복기념관,부산 서구 망양로193번길 167-0,문화시설,박물관/기념관,Seo-gu,부산 서구 망양로193번길 167,35.1125976,129.0274822,55
1175,이태석신부기념관,부산 서구 천마로50번길 70-0,문화시설,박물관/기념관,Seo-gu,부산 서구 천마로50번길 70-0,35.082439,129.0230994,55
1176,용주사,부산 서구 천마산로 263-0,역사관광지,절,Seo-gu,부산 서구 천마산로 263,35.0914366,129.0183333,55
1177,대법사,부산 서구 남부민로 28-0,역사관광지,절,Seo-gu,부산 서구 남부민로 28-0,35.0841533,129.0226004,55
1178,부산임시수도정부청사,부산 서구 구덕로 225-0,역사관광지,문화유적지,Seo-gu,부산 서구 구덕로 225,35.0987067,129.0200685,55
1179,구덕민속예술관,부산 서구 대신공원로 34-91,문화시설,전시장,Seo-gu,부산 서구 대신공원로 34-91,35.119486,129.0162828,55
1180,미부아트센터,부산 서구 암남공원로 82-0,문화시설,미술관,Seo-gu,부산 서구 암남공원로 82,35.0670468,129.0189203,55
1181,어울림작은도서관,부산 서구 해돋이로 59-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 해돋이로 59-0,35.106939,129.013729,55
1182,천부암,부산 서구 천마산로 233-0,역사관광지,절,Seo-gu,부산 서구 천마산로 233,35.0914366,129.0183333,55
1183,홍은사,부산 서구 꽃마을로65번길 10-0,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1184,관용사,부산 서구 천마산로209번길 12-0,역사관광지,절,Seo-gu,부산 서구,35.0974999,129.0241,55
1185,중생사,부산 서구 천마로 79-1,역사관광지,절,Seo-gu,부산 서구 천마로 79-1,35.08626,129.02281,55
1186,문수사,부산 서구 해돋이로 227-0,역사관광지,절,Seo-gu,부산 서구 해돋이로 227,35.0915398,129.0200505,55
1187,정제심인당,부산 서구 구덕로199번길 28-0,역사관광지,절,Seo-gu,부산 서구 구덕로199번길 28-0,35.1025983,129.0176514,55
1188,환희정사,부산 서구 천마산로 85-0,역사관광지,절,Seo-gu,부산 서구 천마산로 85,35.0914366,129.0183333,55
1189,경남고등학교덕형도서관,부산 서구 망양로111번길 65-0,문화시설,문화생활시설기타,Seo-gu,부산 서구 망양로111번길 65-0,35.1185731,129.0198978,55
1190,비콘그라운드플레이그라운드,부산 수영구 망미번영로 86-2,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 망미번영로 86-2,35.1768534,129.1120795,77
1191,정과정유적지,부산 수영구,역사관광지,문화유적지,Suyeong-gu,부산 수영구,35.1454,129.1127,77
1192,위아트부산점,부산 수영구 수영로 566-0,문화시설,화랑/전시관,Suyeong-gu,부산 수영구 수영로 566,35.1531593,129.1121194,77
1193,레몬트리소극장,부산 수영구 수영로 421-1,공연/행사,공연장,Suyeong-gu,부산 수영구 수영로 421-1,35.1531593,129.1121194,77
1194,호주암,부산 수영구 수영로521번가길 14-0,역사관광지,절,Suyeong-gu,부산 수영구 수영로521번가길 14-0,35.1531942,129.1113779,77
1195,바이두룸가죽공예학원,부산 수영구 광일로 49-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 광일로 49-0,35.1631569,129.1054859,77
1196,온그루,부산 수영구 망미번영로 25-2,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 망미번영로 25-2,35.1768534,129.1120795,77
1197,이젤갤러리,부산 수영구 연수로335번길 22-0,문화시설,화랑/전시관,Suyeong-gu,부산 수영구 연수로335번길 22-0,35.1729489,129.1078304,77
1198,수영구스포츠문화타운,부산 수영구 수영로521번길 77-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 수영로521번길 77,35.1522909,129.1105073,77
1199,미월드(폐장),부산 수영구 광안해변로 361-0,휴양관광지,놀이시설,Suyeong-gu,부산 수영구 광안해변로 361,35.1559351,129.1344117,77
1200,비콘그라운드비콘스퀘어,부산 수영구 망미번영로 49-1,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 망미번영로 49-1,35.1768534,129.1120795,77
1201,엘림아트홀성악연구소,부산 수영구 광남로 121-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 광남로 121,35.1585368,129.120062,77
1202,수영구생활문화센터,부산 수영구 광안해변로 219-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 광안해변로 219,35.1382557,129.1126577,77
1203,수영성마을박물관,부산 수영구 수영성로32번길 28-0,문화시설,박물관/기념관,Suyeong-gu,부산 수영구 수영성로32번길 28-0,35.1709161,129.1164739,77
1204,비콘그라운드패밀리데크,부산 수영구 망미번영로 25-2,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 망미번영로 25-2,35.1768534,129.1120795,77
1205,좌수영성지,부산 수영구 수영성로 43-0,역사관광지,문화유적지,Suyeong-gu,부산 수영구 수영성로 43-0,35.1700277,129.1183554,77
1206,황련사대한불교조계종,부산 수영구 수영로497번나길 25-0,역사관광지,절,Suyeong-gu,부산 수영구,35.1454,129.1127,77
1207,이웰갤러리센텀점,부산 수영구 민락수변로239번길 8-0,문화시설,화랑/전시관,Suyeong-gu,부산 수영구,35.1454,129.1127,77
1208,극락선원,부산 수영구 남천동로22번길 9-0,역사관광지,절,Suyeong-gu,부산 수영구 남천동로22번길 9-0,35.1414371,129.1101131,77
1209,금난새뮤직센터,부산 수영구 구락로123번길 20-0,공연/행사,공연장,Suyeong-gu,부산 수영구 구락로123번길 20-0,35.1771098,129.1155767,77
1210,이영애갤러리,부산 수영구 광남로213번길 6-0,문화시설,화랑/전시관,Suyeong-gu,부산 수영구 광남로213번길 6-0,35.1608443,129.1215601,77
1211,어댑터플레이스,부산 수영구 광안해변로 193-0,공연/행사,공연장,Suyeong-gu,부산 수영구 광안해변로 193,35.1382557,129.1126577,77
1212,워킹하우스뉴욕부산점,부산 수영구 좌수영로125번길 14-3,문화시설,화랑/전시관,Suyeong-gu,부산 수영구 좌수영로125번길 14-3,35.1753317,129.1185428,77
1213,수영성남문,부산 수영구,역사관광지,문화유적지,Suyeong-gu,부산 수영구,35.1454,129.1127,77
1214,오브제후드,부산 수영구 좌수영로 135-0,문화시설,화랑/전시관,Suyeong-gu,부산 수영구 좌수영로 135,35.169543,129.1227997,77
1215,라움 프라다바코,부산 수영구 광안해변로370번길 9-8,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 광안해변로370번길 9-8,35.1555882,129.1334359,77
1216,숲속체험도서관,부산 수영구 황령산로7번길 60-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 황령산로7번길 60-0,35.1460407,129.1083484,77
1217,우암사,부산 수영구 금련로 80-0,역사관광지,절,Suyeong-gu,부산 수영구 금련로 80-0,35.1721113,129.0961205,77
1218,F1963,부산 수영구 구락로123번길 20-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 구락로123번길 20-0,35.1771098,129.1155767,77
1219,현대모터스튜디오부산,부산 수영구 구락로123번길 20-0,문화시설,전시장,Suyeong-gu,부산 수영구 구락로123번길 20-0,35.1771098,129.1155767,77
1220,부산MBC드림홀,부산 수영구 감포로8번길 69-0,공연/행사,공연장,Suyeong-gu,부산 수영구 감포로8번길 69-0,35.1600416,129.1238578,77
1221,옥련선원,부산 수영구 광남로257번길 58-0,역사관광지,절,Suyeong-gu,부산 수영구 광남로257번길 58-0,35.1610256,129.1263995,77
1222,비콘그라운드,부산 수영구 망미번영로 0-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 망미번영로 0-0,35.1768534,129.1120795,77
1223,수영구도서관,부산 수영구 남천서로 33-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 남천서로 33-0,35.142683,129.1077077,77
1224,수영구도서관 망미분관,부산 수영구 연수로315번길 23-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 연수로315번길 23-0,35.1731356,129.1052183,77
1225,영주암,부산 수영구 망미배산로76번나길 15-0,역사관광지,절,Suyeong-gu,부산 수영구,35.1454,129.1127,77
1226,수영구어린이도서관,부산 수영구 장대골로 75-6,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 장대골로 75-6,35.1596615,129.1065498,77
1227,금련사,부산 수영구 광일로 71-0,역사관광지,절,Suyeong-gu,부산 수영구 광일로 71-0,35.1631569,129.1054859,77
1228,엘레브,부산 수영구 수영로725번길 27-0,문화시설,문화생활시설기타,Suyeong-gu,부산 수영구 수영로725번길 27-0,35.1683484,129.1154511,77
1229,오세암,부산 수영구 망미번영로 12-0,역사관광지,절,Suyeong-gu,부산 수영구 망미번영로 12-0,35.1768534,129.1120795,77
1230,장대골순교성지,부산 수영구,역사관광지,문화유적지,Suyeong-gu,부산 수영구,35.1454,129.1127,77
