,순위,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수,구군명
10265,10263,골프존파크반여명문골프점,부산 해운대구 선수촌로 122-0,레포츠(육상/해상/항공),골프장,110,해운대구
15908,15783,반도골프클리닉,부산 동래구 아시아드대로 234-0,레포츠(육상/해상/항공),골프장,36,동래구
10594,10587,베테랑스크린골프,부산 사하구 다대로 544-0,레포츠(육상/해상/항공),골프장,102,사하구
15927,15783,늘푸른골프연습장,부산 사하구 승학로10번길 2-0,레포츠(육상/해상/항공),골프장,36,사하구
10552,10518,그라운드골프아카데미,부산 사하구 하신중앙로 234-0,레포츠(육상/해상/항공),골프장,104,사하구
16025,15944,골프렌즈,부산 해운대구 좌동순환로433번길 30-1,레포츠(육상/해상/항공),골프장,35,해운대구
16030,15944,더원골프아카데미,부산 수영구 좌수영로 153-0,레포츠(육상/해상/항공),골프장,35,수영구
36657,32675,달맞이골프존,부산 해운대구 달맞이길117번길 59-0,레포츠(육상/해상/항공),골프장,3,해운대구
16078,15944,삼정스크린골프클럽,부산 북구 시랑로 75-0,레포츠(육상/해상/항공),골프장,35,북구
10484,10458,제니스골프스크린,부산 부산진구 당감서로 84-0,레포츠(육상/해상/항공),골프장,105,부산진구
10463,10458,영림스크린골프연습장,부산 수영구 무학로 19-0,레포츠(육상/해상/항공),골프장,105,수영구
16106,15944,미림골프연습장,부산 금정구 체육공원로 55-0,레포츠(육상/해상/항공),골프장,35,금정구
10419,10412,SG골프수영스크린,부산 수영구 수영로 674-0,레포츠(육상/해상/항공),골프장,106,수영구
761,762,가야골프센터,부산 부산진구 가야대로 545-0,레포츠(육상/해상/항공),골프장,5457,부산진구
10409,10373,유림스크린골프,부산 남구 신선로329번길 4-0,레포츠(육상/해상/항공),골프장,107,남구
16155,16117,골프존파크낙민심스스크린점,부산 동래구 안남로 23-0,레포츠(육상/해상/항공),골프장,34,동래구
10225,10222,수성스크린,부산 사상구 학감대로 252-0,레포츠(육상/해상/항공),골프장,111,사상구
864,865,김해체력단련장,부산 강서구,레포츠(육상/해상/항공),골프장,4866,강서구
11395,11376,부산스포츠클럽,부산 서구 성산길 45-0,레포츠(육상/해상/항공),골프장,85,서구
11413,11376,플레이골프클럽,부산 연제구 반송로 68-0,레포츠(육상/해상/항공),골프장,85,연제구
39597,32675,롯데골프존,부산 동래구 중앙대로1381번길 5-0,레포츠(육상/해상/항공),골프장,3,동래구
12258,12214,골프존파크대연JJ골프존점,부산 남구 석포로 116-0,레포츠(육상/해상/항공),골프장,71,남구
39503,32675,토토골프연습장,부산 영도구 대평남로 8-0,레포츠(육상/해상/항공),골프장,3,영도구
13356,13322,강호스크린골프,부산 금정구 두구로 45-0,레포츠(육상/해상/항공),골프장,57,금정구
89,90,해운대비치골프앤리조트,부산 기장군 대변로 74-0,레포츠(육상/해상/항공),골프장,44378,기장군
39447,32675,한가람스크린골프,부산 수영구 광안해변로278번길 51-0,레포츠(육상/해상/항공),골프장,3,수영구
12280,12214,스파골프랜드,부산 동래구 금강공원로 10-1,레포츠(육상/해상/항공),골프장,71,동래구
39437,32675,남영골프장,부산 동구 범일로 101-3,레포츠(육상/해상/항공),골프장,3,동구
103,104,스톤게이트CC,부산 기장군 곡천길 317-0,레포츠(육상/해상/항공),골프장,40078,기장군
13386,13322,투온골프,부산 사상구 새벽시장로103번길 21-0,레포츠(육상/해상/항공),골프장,57,사상구
12155,12138,SG골프KNN점,부산 해운대구 센텀서로 30-0,레포츠(육상/해상/항공),골프장,72,해운대구
12105,12055,하늘채스크린골프,부산 수영구 남천동로 33-0,레포츠(육상/해상/항공),골프장,73,수영구
111,112,베이사이드GC,부산 기장군 이천8길 100-0,레포츠(육상/해상/항공),골프장,38043,기장군
13429,13396,진수레포츠,부산 금정구 부곡로 56-0,레포츠(육상/해상/항공),골프장,56,금정구
12191,12138,골프존파크감전타가스크린점,부산 사상구 새벽시장로 100-0,레포츠(육상/해상/항공),골프장,72,사상구
74,75,해운대CC,부산 기장군 병산2로 265-0,레포츠(육상/해상/항공),골프장,49351,기장군
13212,13157,에버그린스크린골프,부산 북구 낙동대로1766번길 17-0,레포츠(육상/해상/항공),골프장,59,북구
12371,12366,골프존파크정관진스크린점,부산 기장군 산막길 26-42,레포츠(육상/해상/항공),골프장,69,기장군
12738,12669,라베골프존,부산 동래구 충렬대로 417-0,레포츠(육상/해상/항공),골프장,65,동래구
12743,12669,골프존파크연산플레이골프점,부산 연제구 반송로 68-0,레포츠(육상/해상/항공),골프장,65,연제구
39945,32675,SG골프고고골프클럽,부산 강서구 명지국제8로 270-0,레포츠(육상/해상/항공),골프장,3,강서구
12763,12754,PGA골프존,부산 기장군 정관2로 45-0,레포츠(육상/해상/항공),골프장,64,기장군
12768,12754,언더로골프아카데미,부산 사하구 낙동대로 364-0,레포츠(육상/해상/항공),골프장,64,사하구
12779,12754,갤러리골프,부산 동래구 쇠미로129번길 62-12,레포츠(육상/해상/항공),골프장,64,동래구
12783,12754,빅3스크린골프장,부산 사하구 하신중앙로 331-0,레포츠(육상/해상/항공),골프장,64,사하구
39819,32675,청풍스크린골프,부산 해운대구 해운대해변로 330-0,레포츠(육상/해상/항공),골프장,3,해운대구
12869,12825,골프존자이언트스크린골프,부산 서구 보수대로 239-0,레포츠(육상/해상/항공),골프장,63,서구
12902,12825,땡그랑스크린골프연습장,부산 부산진구 백양관문로 109-0,레포츠(육상/해상/항공),골프장,63,부산진구
12935,12922,OK스크린골프연습장,부산 북구 금곡대로285번길 46-0,레포츠(육상/해상/항공),골프장,62,북구
12944,12922,류도훈골프아카데미,부산 동래구 사직로 80-0,레포츠(육상/해상/항공),골프장,62,동래구
13044,12987,케이골프하우스,부산 금정구 구서중앙로15번길 20-0,레포츠(육상/해상/항공),골프장,61,금정구
13147,13066,신한골프연습장,부산 영도구 산업로 3-0,레포츠(육상/해상/항공),골프장,60,영도구
13195,13157,파온실외스크린골프,부산 해운대구 아랫반송로50번길 112-0,레포츠(육상/해상/항공),골프장,59,해운대구
12071,12055,더비젼골프&스크린,부산 북구 화명대로 32-0,레포츠(육상/해상/항공),골프장,73,북구
13456,13396,Pro장영준골프레인지,부산 해운대구 좌동순환로249번길 15-13,레포츠(육상/해상/항공),골프장,56,해운대구
130,131,엘피지에이인터내셔널부산,부산 기장군 차양길 26-0,레포츠(육상/해상/항공),골프장,30367,기장군
39054,32675,강촌훼미리타운골프연습장,부산 사하구 하신번영로312번길 29-0,레포츠(육상/해상/항공),골프장,3,사하구
11655,11645,리치스크린골프존,부산 사하구 낙동대로 388-0,레포츠(육상/해상/항공),골프장,80,사하구
277,278,하이스트CC,부산 강서구 과학산단1로 172-0,레포츠(육상/해상/항공),골프장,14357,강서구
13914,13866,뉴비치스크린골프연습장,부산 해운대구 해운대로 277-0,레포츠(육상/해상/항공),골프장,51,해운대구
39973,32675,SG골프삼현스크린,부산 사상구 백양대로 949-10,레포츠(육상/해상/항공),골프장,3,사상구
14057,13977,골프존파크화명SM스크린점,부산 북구 화명신도시로 129-0,레포츠(육상/해상/항공),골프장,50,북구
302,303,해라CC,부산 강서구 과학산단로306번길 77-0,레포츠(육상/해상/항공),골프장,13177,강서구
14061,13977,조은골프,부산 금정구 금샘로 478-0,레포츠(육상/해상/항공),골프장,50,금정구
14203,14185,장안스크린골프,부산 기장군 장안산단7로 34-0,레포츠(육상/해상/항공),골프장,48,기장군
11534,11519,SG골프벤처스크린골프,부산 사상구 모라로 22-0,레포츠(육상/해상/항공),골프장,82,사상구
38277,32675,아임프로골프연습장,부산 해운대구 양운로 110-0,레포츠(육상/해상/항공),골프장,3,해운대구
14289,14185,위더스스크린골프,부산 부산진구 백양관문로 109-0,레포츠(육상/해상/항공),골프장,48,부산진구
11515,11467,OK스크린골프,부산 부산진구 전포대로199번길 15-0,레포츠(육상/해상/항공),골프장,83,부산진구
14295,14185,시카고골프연습장,부산 강서구 신호산단2로 21-0,레포츠(육상/해상/항공),골프장,48,강서구
14338,14303,홀인원스크린골프,부산 사상구 농산물시장로 22-0,레포츠(육상/해상/항공),골프장,47,사상구
14380,14303,골프존파크구포삼정스크린골프점,부산 북구 시랑로 75-0,레포츠(육상/해상/항공),골프장,47,북구
11664,11645,골프존파크동래안락스크린점,부산 동래구 충렬대로 420-0,레포츠(육상/해상/항공),골프장,80,동래구
11411,11376,태산스포츠센터,부산 기장군 차성로436번길 12-0,레포츠(육상/해상/항공),골프장,85,기장군
11666,11645,행복골프훈련소해운대점,부산 해운대구 해운대로 643-0,레포츠(육상/해상/항공),골프장,80,해운대구
38603,32675,드림렉스,부산 사하구 장림번영로 6-0,레포츠(육상/해상/항공),골프장,3,사하구
12033,11992,노블리안골프클럽,부산 사하구 다대로 199-0,레포츠(육상/해상/항공),골프장,74,사하구
141,142,부산CC,부산 금정구 중앙대로2327번길 112-0,레포츠(육상/해상/항공),골프장,28129,금정구
39043,32675,위드골프,부산 금정구 서동로194번길 29-0,레포츠(육상/해상/항공),골프장,3,금정구
13539,13502,제일실내스크린골프,부산 수영구 과정로42번길 23-0,레포츠(육상/해상/항공),골프장,55,수영구
169,170,동래베네스트GC,부산 금정구,레포츠(육상/해상/항공),골프장,23472,금정구
180,181,기장동원로얄컨트리클럽,부산 기장군 반송로 1345-0,레포츠(육상/해상/항공),골프장,21465,기장군
13598,13582,골프존파크화명지원스크린점,부산 북구 금곡대로285번길 19-0,레포츠(육상/해상/항공),골프장,54,북구
11918,11875,신호스크린골프,부산 강서구 신호산단2로 39-0,레포츠(육상/해상/항공),골프장,76,강서구
11897,11875,보훈골프연습장,부산 사상구 백양대로 392-0,레포츠(육상/해상/항공),골프장,76,사상구
11894,11875,센텀타워스크린골프,부산 해운대구 센텀2로 20-0,레포츠(육상/해상/항공),골프장,76,해운대구
13746,13674,신만덕골프연습장,부산 북구 덕천로281번길 36-0,레포츠(육상/해상/항공),골프장,53,북구
11823,11804,한국골프연습장,부산 영도구 남항서로 119-0,레포츠(육상/해상/항공),골프장,77,영도구
38686,32675,골프존파크민락광안오션골프점,부산 수영구 광안해변로278번길 42-0,레포츠(육상/해상/항공),골프장,3,수영구
13778,13772,우리골프,부산 사상구 대동로 152-0,레포츠(육상/해상/항공),골프장,52,사상구
13800,13772,동원아쿠아스크린골프,부산 북구 금곡대로 228-0,레포츠(육상/해상/항공),골프장,52,북구
11689,11645,다대포스크린골프,부산 사하구 다대로 706-2,레포츠(육상/해상/항공),골프장,80,사하구
16770,16695,로타리스크린골프,부산 부산진구 초읍천로 110-0,레포츠(육상/해상/항공),골프장,31,부산진구
4700,4696,마린스크린골프,부산 수영구 광안해변로 433-0,레포츠(육상/해상/항공),골프장,577,수영구
9490,9465,온달스크린골프연습장,부산 금정구 청룡예전로 17-0,레포츠(육상/해상/항공),골프장,133,금정구
17244,17105,승학골프연습장,부산 사하구 낙동대로451번길 34-0,레포츠(육상/해상/항공),골프장,29,사하구
1039,1039,뉴오션골프연습장,부산 강서구 르노삼성대로 630-0,레포츠(육상/해상/항공),골프장,4084,강서구
9135,9128,골프존파크반여OK골프존점,부산 해운대구 반여로 66-0,레포츠(육상/해상/항공),골프장,145,해운대구
35502,32675,우성호골프아카데미,부산 강서구 명지국제8로 243-0,레포츠(육상/해상/항공),골프장,3,강서구
1030,1031,문현BB골프클럽,부산 남구 수영로39번길 2-21,레포츠(육상/해상/항공),골프장,4113,남구
35043,32675,PGA골프클리닉,부산 해운대구,레포츠(육상/해상/항공),골프장,3,해운대구
17224,17105,동명골프아카데미,부산 남구 유엔평화로 165-0,레포츠(육상/해상/항공),골프장,29,남구
17990,17802,기장골프,부산 기장군 차성로 314-0,레포츠(육상/해상/항공),골프장,26,기장군
18012,17802,현대스크린골프연습장,부산 수영구 수영로 775-0,레포츠(육상/해상/항공),골프장,26,수영구
17196,17105,프렌즈스크린사직점,부산 동래구 사직북로 4-0,레포츠(육상/해상/항공),골프장,29,동래구
9121,9099,골프존파크반여장산골프점,부산 해운대구 선수촌로 57-30,레포츠(육상/해상/항공),골프장,146,해운대구
9695,9678,골프존파크감전황금스크린골프점,부산 사상구 대동로 267-0,레포츠(육상/해상/항공),골프장,126,사상구
9701,9678,JK스크린골프,부산 강서구 명지오션시티4로 84-0,레포츠(육상/해상/항공),골프장,126,강서구
9764,9745,골프존파크중동VIP스크린점,부산 해운대구 좌동순환로 473-0,레포츠(육상/해상/항공),골프장,124,해운대구
985,986,삼호골프장,부산 해운대구 해운대로 35-0,레포츠(육상/해상/항공),골프장,4316,해운대구
1279,1280,은아골프연습장,부산 기장군 산단로 112-0,레포츠(육상/해상/항공),골프장,3249,기장군
34970,32675,골든골프스크린,부산 사상구 사상로 512-0,레포츠(육상/해상/항공),골프장,3,사상구
35105,32675,경동스크린골프,부산 금정구 부곡로 17-0,레포츠(육상/해상/항공),골프장,3,금정구
1073,1074,팔로스버디스,부산 기장군 장안로 8-0,레포츠(육상/해상/항공),골프장,3922,기장군
17253,17105,골프존파크범천스카이점,부산 부산진구 자유평화로3번길 14-21,레포츠(육상/해상/항공),골프장,29,부산진구
17585,17565,더프라자 골프센텀시티점,부산 해운대구 센텀남대로 59-0,레포츠(육상/해상/항공),골프장,27,해운대구
9402,9401,골프존신호파크,부산 강서구 신호산단1로 76-0,레포츠(육상/해상/항공),골프장,135,강서구
9436,9435,홈런골프,부산 해운대구 구남로8번길 58-0,레포츠(육상/해상/항공),골프장,134,해운대구
1132,1133,골드리버골프클럽,부산 사상구 낙동대로 672-42,레포츠(육상/해상/항공),골프장,3709,사상구
17407,17347,트랙맨스튜디오,부산 금정구 체육공원로 57-0,레포츠(육상/해상/항공),골프장,28,금정구
1119,1120,골프존파크명륜JK골프점,부산 동래구 명륜로138번길 40-0,레포츠(육상/해상/항공),골프장,3764,동래구
17395,17347,버디버디스크린골프클럽,부산 수영구 좌수영로 153-0,레포츠(육상/해상/항공),골프장,28,수영구
1102,1103,금곡골프프라자,부산 북구 금곡대로 479-0,레포츠(육상/해상/항공),골프장,3810,북구
16775,16695,기장sun골프연습장,부산 기장군 기장대로 1047-7,레포츠(육상/해상/항공),골프장,31,기장군
17314,17105,알파스크린골프,부산 강서구 낙동북로188번길 38-0,레포츠(육상/해상/항공),골프장,29,강서구
9504,9498,SG골프퀸비스크린,부산 기장군 정관로 1128-8,레포츠(육상/해상/항공),골프장,132,기장군
9275,9252,스타골프스크린,부산 강서구 명지오션시티4로 59-0,레포츠(육상/해상/항공),골프장,140,강서구
17706,17565,호산골프클럽,부산 북구 덕천로 174-0,레포츠(육상/해상/항공),골프장,27,북구
1189,1189,골프존파크사직JK스크린골프,부산 동래구 아시아드대로161번길 81-0,레포츠(육상/해상/항공),골프장,3523,동래구
1200,1201,GDR아카데미부산부암점,부산 부산진구 신천대로 252-0,레포츠(육상/해상/항공),골프장,3484,부산진구
9202,9186,자주스크린골프,부산 기장군 차성남로55번길 13-0,레포츠(육상/해상/항공),골프장,143,기장군
17886,17802,대하스크린골프,부산 해운대구 양운로 98-0,레포츠(육상/해상/항공),골프장,26,해운대구
17061,16891,애플스크린골프,부산 사상구 사상로 217-0,레포츠(육상/해상/항공),골프장,30,사상구
18017,17802,U골프클럽,부산 부산진구 황령대로 23-0,레포츠(육상/해상/항공),골프장,26,부산진구
9160,9159,신세계스크린골프,부산 해운대구 재반로60번길 2-0,레포츠(육상/해상/항공),골프장,144,해운대구
16847,16695,TOP스크린골프클럽,부산 사상구 낙동대로 751-0,레포츠(육상/해상/항공),골프장,31,사상구
16973,16891,박철골프스쿨,부산 해운대구 좌동순환로 11-0,레포츠(육상/해상/항공),골프장,30,해운대구
35984,32675,에스플러스스크린골프,부산 사상구 사상로 229-0,레포츠(육상/해상/항공),골프장,3,사상구
9055,9042,골프존파크연산한창스크린연습장점,부산 연제구 고분로13번길 25-0,레포츠(육상/해상/항공),골프장,148,연제구
9824,9817,조방스크린골프,부산 동구 조방로 45-0,레포츠(육상/해상/항공),골프장,122,동구
1294,1295,서린골프클럽,부산 강서구 명지국제1로 60-1,레포츠(육상/해상/항공),골프장,3219,강서구
9990,9989,골프존파크영선골든점,부산 영도구 영선대로 77-0,레포츠(육상/해상/항공),골프장,117,영도구
16789,16695,골프존파크암남부산스포츠점,부산 서구 성산길 45-0,레포츠(육상/해상/항공),골프장,31,서구
9956,9921,타이밍골프,부산 기장군 정관로 1122-0,레포츠(육상/해상/항공),골프장,119,기장군
36003,32675,JC골프,부산 사상구 대동로 152-0,레포츠(육상/해상/항공),골프장,3,사상구
9040,9012,프렌즈스크린정관점,부산 기장군 정관8로 28-0,레포츠(육상/해상/항공),골프장,149,기장군
22047,21600,끼리프로젝트뮤지컬스튜디오,부산 수영구 연수로 366-0,공연/행사,공연장,15,수영구
5637,5634,부산국제아트센터건축중(2023년개관예정),부산 부산진구 새싹로92번길 60-0,공연/행사,공연장,406,부산진구
9144,9128,아모스아트홀,부산 남구 수영로 204-0,공연/행사,공연장,145,남구
9072,9073,부산메트로홀,부산 수영구 광안로 4-0,공연/행사,공연장,147,수영구
5222,5219,해바라기소극장,부산 남구 용소로13번길 30-0,공연/행사,공연장,472,남구
7921,7907,성원아트홀,부산 강서구 명지오션시티4로 88-0,공연/행사,공연장,199,강서구
26949,26718,자갈치소극장,부산 금정구 부곡로 77-0,공연/행사,공연장,8,금정구
11699,11694,아르코아트홀,부산 금정구 체육공원로19번길 5-0,공연/행사,공연장,79,금정구
2326,2327,부산문화회관중극장,부산 남구 유엔평화로76번길 1-0,공연/행사,공연장,1695,남구
12837,12825,부산오페라하우스건축중(2024년하반기개관예정),부산 동구,공연/행사,공연장,63,동구
7838,7825,초콜릿팩토리,부산 남구 수영로 298-0,공연/행사,공연장,204,남구
7905,7890,조은극장2관,부산 중구 구덕로34번길 4-0,공연/행사,공연장,200,중구
37957,32675,롯데호텔부산롯데아트홀,부산 부산진구 가야대로 772-0,공연/행사,공연장,3,부산진구
7969,7968,민주공원공연장,부산 중구 민주공원길 19-0,공연/행사,공연장,195,중구
19707,19543,꿈나래어린이극장,부산 금정구 체육공원로399번길 324-0,공연/행사,공연장,20,금정구
22897,22532,무지크바움,부산 연제구 중앙대로 1225-0,공연/행사,공연장,13,연제구
3091,3092,부산북구문화예술회관,부산 북구 금곡대로46번길 50-0,공연/행사,공연장,1113,북구
24436,24419,아르코공연연습센터금정,부산 금정구 체육공원로 7-0,공연/행사,공연장,10,금정구
3048,3048,글로빌아트홀,부산 동래구 사직북로48번길 162-0,공연/행사,공연장,1143,동래구
208,209,드림씨어터,부산 남구 전포대로 133-0,공연/행사,공연장,18498,남구
3223,3223,북항오페라하우스건축중(2022년05월완공예정),부산 동구,공연/행사,공연장,1043,동구
234,235,국립부산국악원,부산 부산진구 국악로 2-0,공연/행사,공연장,16387,부산진구
26011,25273,윤형빈소극장,부산 남구 수영로 312-0,공연/행사,공연장,9,남구
4085,4084,금사락,부산 금정구 개좌로 162-0,공연/행사,공연장,731,금정구
17897,17802,금정예술공연지원센터,부산 금정구 금강로 252-1,공연/행사,공연장,26,금정구
6271,6269,가온아트홀,부산 동구 자성로133번길 10-0,공연/행사,공연장,330,동구
11158,11120,레몬트리소극장,부산 수영구 수영로 421-1,공연/행사,공연장,90,수영구
10715,10713,하늘바람소극장,부산 남구 용소로13번길 17-0,공연/행사,공연장,99,남구
37317,32675,낙동강아트홀건축중(2023년하반기준공예정),부산 강서구,공연/행사,공연장,3,강서구
8859,8848,기장군청차성아트홀,부산 기장군 기장대로 560-0,공연/행사,공연장,156,기장군
18646,18598,인터플레이클럽,부산 금정구 금정로 89-0,공연/행사,공연장,23,금정구
937,938,부산문화회관대극장,부산 남구 유엔평화로76번길 1-0,공연/행사,공연장,4543,남구
7794,7787,나다소극장,부산 남구 용소로40번길 11-0,공연/행사,공연장,206,남구
7416,7417,수아트홀,부산 해운대구 중동1로19번길 14-0,공연/행사,공연장,229,해운대구
10661,10638,부산문화회관사랑채극장,부산 남구 유엔평화로76번길 1-0,공연/행사,공연장,101,남구
1277,1278,부산MBC드림홀,부산 수영구 감포로8번길 69-0,공연/행사,공연장,3256,수영구
17602,17565,공간소극장,부산 남구 수영로 170-0,공연/행사,공연장,27,남구
2521,2521,조은극장1관,부산 중구 구덕로34번길 4-0,공연/행사,공연장,1494,중구
1018,1019,소향씨어터신한카드홀,부산 해운대구 센텀중앙로 55-0,공연/행사,공연장,4173,해운대구
20385,20247,액터스소극장,부산 수영구 남천동로 7-0,공연/행사,공연장,18,수영구
25547,25273,오즈홀1관,부산 부산진구 부전로 94-0,공연/행사,공연장,9,부산진구
20948,20681,셔우드아트홀,부산 금정구 금강로321번길 15-0,공연/행사,공연장,17,금정구
9790,9778,KNN시어터,부산 해운대구 센텀서로 30-0,공연/행사,공연장,123,해운대구
18341,18333,어댑터플레이스,부산 수영구 광안해변로 193-0,공연/행사,공연장,24,수영구
7058,7053,F1963석천홀,부산 수영구 구락로123번길 20-0,공연/행사,공연장,257,수영구
24109,23977,국립부산국악원소극장,부산 부산진구 국악로 2-0,공연/행사,공연장,11,부산진구
19146,18857,열린아트홀,부산 동래구 온천장로 7-0,공연/행사,공연장,22,동래구
1117,1118,안데르센극장,부산 기장군 장안로 211-0,공연/행사,공연장,3765,기장군
7480,7468,일터소극장,부산 동구 자성로141번길 13-0,공연/행사,공연장,226,동구
16434,16292,끄티,부산 영도구 해양로111번길 32-0,공연/행사,공연장,33,영도구
17221,17105,금난새뮤직센터,부산 수영구 구락로123번길 20-0,공연/행사,공연장,29,수영구
17510,17347,경성대학교콘서트홀,부산 남구 수영로 309-0,공연/행사,공연장,28,남구
4978,4978,가람아트홀,부산 남구 유엔평화로76번길 26-0,공연/행사,공연장,518,남구
12680,12669,덕천공원,부산 북구,자연관광지,공원,65,북구
9342,9334,비둘기공원,부산 기장군,자연관광지,공원,137,기장군
9249,9236,늘푸른공원,부산 연제구,자연관광지,공원,141,연제구
13946,13866,낙민공원,부산 동래구,자연관광지,공원,51,동래구
1607,1608,보람공원,부산 강서구 녹산산단262로14번길 20-0,자연관광지,공원,2531,강서구
9031,9012,놀이마당어린이공원,부산 금정구,자연관광지,공원,149,금정구
194,195,UN기념공원,부산 남구,자연관광지,공원,19972,남구
18917,18857,체육공원,부산 연제구,자연관광지,공원,22,연제구
13629,13582,감고개공원,부산 부산진구,자연관광지,공원,54,부산진구
13972,13866,해양종합공원,부산 영도구 해양로 367-0,자연관광지,공원,51,영도구
3859,3858,대신공원,부산 서구,자연관광지,공원,790,서구
11797,11758,임랑문화공원,부산 기장군,자연관광지,공원,78,기장군
5540,5538,호암근린공원,부산 수영구,자연관광지,공원,418,수영구
11871,11804,보람공원,부산 금정구,자연관광지,공원,77,금정구
3843,3842,아미르공원,부산 영도구,자연관광지,공원,795,영도구
1648,1649,신평레포츠공원,부산 사하구 하신번영로 119-0,자연관광지,공원,2477,사하구
38390,32675,고지대그린테마공원,부산 동구 망양로 749-0,자연관광지,공원,3,동구
34060,32675,동해공원,부산 기장군,자연관광지,공원,3,기장군
262,263,감만시민공원,부산 남구,자연관광지,공원,15075,남구
3691,3692,송정공원,부산 강서구,자연관광지,공원,844,강서구
11674,11645,낙동가람끝공원,부산 사하구,자연관광지,공원,80,사하구
1649,1650,죽도공원,부산 해운대구 송정해변로 11-13,자연관광지,공원,2475,해운대구
33979,32675,다람쥐공원,부산 금정구,자연관광지,공원,3,금정구
11695,11694,부흥공원,부산 해운대구,자연관광지,공원,79,해운대구
8891,8871,하단유수지주민어울마당,부산 사하구 하신번영로 243-0,자연관광지,공원,155,사하구
18845,18598,KNN광장,부산 해운대구 센텀서로 20-0,자연관광지,공원,23,해운대구
35226,32675,승학공원,부산 사상구 학감대로49번길 54-16,자연관광지,공원,3,사상구
24300,23977,솔바람어린이공원,부산 부산진구,자연관광지,공원,11,부산진구
25854,25273,불광산근린공원,부산 기장군,자연관광지,공원,9,기장군
34061,32675,으뜸공원,부산 해운대구,자연관광지,공원,3,해운대구
3644,3645,동래읍성지북문광장,부산 동래구,자연관광지,공원,864,동래구
11715,11694,해바라기공원,부산 기장군,자연관광지,공원,79,기장군
246,247,용소웰빙공원,부산 기장군,자연관광지,공원,15678,기장군
17663,17565,창날공원,부산 사상구,자연관광지,공원,27,사상구
11727,11694,솔빛공원,부산 기장군,자연관광지,공원,79,기장군
1166,1167,테마숲,부산 기장군,자연관광지,공원,3583,기장군
4643,4641,소담공원,부산 강서구,자연관광지,공원,589,강서구
279,280,사상근린공원,부산 사상구,자연관광지,공원,14237,사상구
3818,3818,일광이천생태공원,부산 기장군,자연관광지,공원,802,기장군
34624,32675,널구지공원,부산 수영구,자연관광지,공원,3,수영구
3620,3620,구랑공원,부산 강서구,자연관광지,공원,873,강서구
3602,3600,월드컵기념등대공원,부산 기장군 기장해안로 680-0,자연관광지,공원,883,기장군
5642,5641,무제등소공원,부산 남구,자연관광지,공원,405,남구
11938,11931,군민체육공원,부산 기장군 체육공원1로 29-0,자연관광지,공원,75,기장군
39879,32675,한빛공원,부산 해운대구,자연관광지,공원,3,해운대구
24540,24419,명진근린공원,부산 북구,자연관광지,공원,10,북구
39232,32675,대저2어린이공원,부산 강서구,자연관광지,공원,3,강서구
104,105,암남공원,부산 서구 암남공원로 185-0,자연관광지,공원,39923,서구
1480,1480,숙등공원,부산 북구 의성로115번길 71-0,자연관광지,공원,2760,북구
25667,25273,도라지공원,부산 기장군,자연관광지,공원,9,기장군
18696,18598,곰내재숲속쉼터,부산 기장군,자연관광지,공원,23,기장군
26881,26718,푸른어린이공원,부산 영도구,자연관광지,공원,8,영도구
1377,1377,울림공원,부산 강서구 명지국제6로318번길 77-0,자연관광지,공원,2999,강서구
90,91,이기대수변공원,부산 남구 이기대공원로 105-20,자연관광지,공원,43736,남구
34997,32675,반여산림생태공원,부산 해운대구,자연관광지,공원,3,해운대구
38,39,부산시민공원,부산 부산진구 시민공원로 73-0,자연관광지,공원,84452,부산진구
18484,18333,쌈지공원,부산 수영구,자연관광지,공원,24,수영구
5116,5112,녹음광장,부산 연제구,자연관광지,공원,491,연제구
12243,12214,구기공원,부산 기장군 장안산단4로 42-0,자연관광지,공원,71,기장군
26828,26718,당곡공원,부산 남구,자연관광지,공원,8,남구
13331,13322,별천지공원,부산 해운대구,자연관광지,공원,57,해운대구
39801,32675,가야산책공원,부산 부산진구,자연관광지,공원,3,부산진구
1385,1386,부산중앙공원,부산 서구 망양로193번길 187-0,자연관광지,공원,2980,서구
55,56,삼락생태공원,부산 사상구,자연관광지,공원,63692,사상구
64,65,다대포해변공원,부산 사하구,자연관광지,공원,56744,사하구
25539,25273,새마을어린이공원,부산 기장군 차성동로 88-8,자연관광지,공원,9,기장군
4982,4978,천마산조각공원,부산 서구,자연관광지,공원,518,서구
69,70,스포원파크,부산 금정구 체육공원로399번길 324-0,자연관광지,공원,52516,금정구
26383,25273,교리근린공원,부산 기장군,자연관광지,공원,9,기장군
26910,26718,화전드림숲,부산 강서구,자연관광지,공원,8,강서구
4440,4441,희망공원,부산 강서구,자연관광지,공원,636,강서구
18014,17802,반송3동체육공원,부산 해운대구,자연관광지,공원,26,해운대구
12345,12287,수변어린이공원,부산 수영구,자연관광지,공원,70,수영구
34939,32675,가로공원,부산 남구,자연관광지,공원,3,남구
8718,8702,전포돌산공원,부산 남구,자연관광지,공원,162,남구
26720,26718,꿈에공원,부산 해운대구,자연관광지,공원,8,해운대구
1386,1387,대저수문생태공원,부산 강서구,자연관광지,공원,2976,강서구
26543,25273,잔디광장,부산 연제구,자연관광지,공원,9,연제구
17884,17802,감천나누리파크,부산 사하구 감천항로 7-0,자연관광지,공원,26,사하구
4812,4812,석대체육공원,부산 해운대구,자연관광지,공원,554,해운대구
13425,13396,어울림공원,부산 사상구,자연관광지,공원,56,사상구
